Wavelength [A],flux (measured at 1 au) [erg/cm^2/s/A]
746.65,4.49876e-02
746.66,4.51096e-02
746.67,4.52389e-02
746.68,4.53755e-02
746.69,4.55195e-02
746.70,4.56709e-02
746.71,4.58297e-02
746.72,4.59960e-02
746.73,4.61697e-02
746.74,4.63510e-02
746.75,4.65399e-02
746.76,4.67364e-02
746.77,4.69405e-02
746.78,4.71522e-02
746.79,4.73717e-02
746.80,4.75989e-02
746.81,4.78338e-02
746.82,4.80765e-02
746.83,4.83271e-02
746.84,4.85855e-02
746.85,4.88518e-02
746.86,4.91261e-02
746.87,4.94082e-02
746.88,4.96984e-02
746.89,4.99966e-02
746.90,5.03028e-02
746.91,5.06171e-02
746.92,5.09395e-02
746.93,5.12701e-02
746.94,5.16087e-02
746.95,5.19556e-02
746.96,5.23106e-02
746.97,5.26739e-02
746.98,5.30454e-02
746.99,5.34252e-02
747.00,5.38132e-02
747.01,5.42096e-02
747.02,5.46142e-02
747.03,5.50271e-02
747.04,5.54484e-02
747.05,5.58780e-02
747.06,5.63159e-02
747.07,5.67622e-02
747.08,5.72168e-02
747.09,5.76797e-02
747.10,5.81509e-02
747.11,5.86305e-02
747.12,5.91184e-02
747.13,5.96146e-02
747.14,6.01190e-02
747.15,6.06317e-02
747.16,6.11526e-02
747.17,6.16818e-02
747.18,6.22191e-02
747.19,6.27645e-02
747.20,6.33180e-02
747.21,6.38796e-02
747.22,6.44492e-02
747.23,6.50268e-02
747.24,6.56123e-02
747.25,6.62056e-02
747.26,6.68067e-02
747.27,6.74156e-02
747.28,6.80320e-02
747.29,6.86561e-02
747.30,6.92877e-02
747.31,6.99266e-02
747.32,7.05729e-02
747.33,7.12265e-02
747.34,7.18872e-02
747.35,7.25549e-02
747.36,7.32295e-02
747.37,7.39109e-02
747.38,7.45991e-02
747.39,7.52938e-02
747.40,7.59950e-02
747.41,7.67025e-02
747.42,7.74162e-02
747.43,7.81360e-02
747.44,7.88617e-02
747.45,7.95931e-02
747.46,8.03301e-02
747.47,8.10726e-02
747.48,8.18204e-02
747.49,8.25732e-02
747.50,8.33311e-02
747.51,8.40937e-02
747.52,8.48609e-02
747.53,8.56325e-02
747.54,8.64083e-02
747.55,8.71882e-02
747.56,8.79718e-02
747.57,8.87592e-02
747.58,8.95499e-02
747.59,9.03439e-02
747.60,9.11409e-02
747.61,9.19407e-02
747.62,9.27431e-02
747.63,9.35478e-02
747.64,9.43547e-02
747.65,9.51635e-02
747.66,9.59740e-02
747.67,9.67859e-02
747.68,9.75991e-02
747.69,9.84132e-02
747.70,9.92281e-02
747.71,1.00044e-01
747.72,1.00859e-01
747.73,1.01675e-01
747.74,1.02491e-01
747.75,1.03306e-01
747.76,1.04120e-01
747.77,1.04934e-01
747.78,1.05746e-01
747.79,1.06557e-01
747.80,1.07366e-01
747.81,1.08173e-01
747.82,1.08979e-01
747.83,1.09781e-01
747.84,1.10582e-01
747.85,1.11379e-01
747.86,1.12173e-01
747.87,1.12964e-01
747.88,1.13752e-01
747.89,1.14535e-01
747.90,1.15315e-01
747.91,1.16091e-01
747.92,1.16862e-01
747.93,1.17628e-01
747.94,1.18390e-01
747.95,1.19146e-01
747.96,1.19898e-01
747.97,1.20644e-01
747.98,1.21384e-01
747.99,1.22118e-01
748.00,1.22847e-01
748.01,1.23569e-01
748.02,1.24285e-01
748.03,1.24995e-01
748.04,1.25698e-01
748.05,1.26394e-01
748.06,1.27084e-01
748.07,1.27766e-01
748.08,1.28441e-01
748.09,1.29109e-01
748.10,1.29770e-01
748.11,1.30423e-01
748.12,1.31069e-01
748.13,1.31707e-01
748.14,1.32338e-01
748.15,1.32960e-01
748.16,1.33575e-01
748.17,1.34183e-01
748.18,1.34782e-01
748.19,1.35374e-01
748.20,1.35957e-01
748.21,1.36533e-01
748.22,1.37101e-01
748.23,1.37661e-01
748.24,1.38214e-01
748.25,1.38758e-01
748.26,1.39295e-01
748.27,1.39825e-01
748.28,1.40347e-01
748.29,1.40861e-01
748.30,1.41368e-01
748.31,1.41868e-01
748.32,1.42361e-01
748.33,1.42847e-01
748.34,1.43326e-01
748.35,1.43799e-01
748.36,1.44265e-01
748.37,1.44724e-01
748.38,1.45178e-01
748.39,1.45626e-01
748.40,1.46068e-01
748.41,1.46504e-01
748.42,1.46936e-01
748.43,1.47362e-01
748.44,1.47784e-01
748.45,1.48201e-01
748.46,1.48614e-01
748.47,1.49023e-01
748.48,1.49428e-01
748.49,1.49831e-01
748.50,1.50230e-01
748.51,1.50626e-01
748.52,1.51020e-01
748.53,1.51413e-01
748.54,1.51803e-01
748.55,1.52192e-01
748.56,1.52581e-01
748.57,1.52968e-01
748.58,1.53356e-01
748.59,1.53744e-01
748.60,1.54132e-01
748.61,1.54521e-01
748.62,1.54912e-01
748.63,1.55305e-01
748.64,1.55699e-01
748.65,1.56096e-01
748.66,1.56497e-01
748.67,1.56900e-01
748.68,1.57308e-01
748.69,1.57720e-01
748.70,1.58136e-01
748.71,1.58558e-01
748.72,1.58985e-01
748.73,1.59418e-01
748.74,1.59858e-01
748.75,1.60304e-01
748.76,1.60758e-01
748.77,1.61219e-01
748.78,1.61689e-01
748.79,1.62167e-01
748.80,1.62654e-01
748.81,1.63150e-01
748.82,1.63656e-01
748.83,1.64173e-01
748.84,1.64700e-01
748.85,1.65238e-01
748.86,1.65787e-01
748.87,1.66348e-01
748.88,1.66921e-01
748.89,1.67506e-01
748.90,1.68104e-01
748.91,1.68716e-01
748.92,1.69341e-01
748.93,1.69980e-01
748.94,1.70633e-01
748.95,1.71300e-01
748.96,1.71982e-01
748.97,1.72679e-01
748.98,1.73392e-01
748.99,1.74120e-01
749.00,1.74864e-01
749.01,1.75624e-01
749.02,1.76400e-01
749.03,1.77192e-01
749.04,1.78001e-01
749.05,1.78827e-01
749.06,1.79670e-01
749.07,1.80530e-01
749.08,1.81407e-01
749.09,1.82301e-01
749.10,1.83213e-01
749.11,1.84142e-01
749.12,1.85089e-01
749.13,1.86053e-01
749.14,1.87035e-01
749.15,1.88035e-01
749.16,1.89052e-01
749.17,1.90086e-01
749.18,1.91138e-01
749.19,1.92207e-01
749.20,1.93293e-01
749.21,1.94396e-01
749.22,1.95517e-01
749.23,1.96654e-01
749.24,1.97808e-01
749.25,1.98978e-01
749.26,2.00164e-01
749.27,2.01366e-01
749.28,2.02584e-01
749.29,2.03818e-01
749.30,2.05066e-01
749.31,2.06329e-01
749.32,2.07606e-01
749.33,2.08898e-01
749.34,2.10203e-01
749.35,2.11521e-01
749.36,2.12853e-01
749.37,2.14196e-01
749.38,2.15551e-01
749.39,2.16918e-01
749.40,2.18296e-01
749.41,2.19684e-01
749.42,2.21082e-01
749.43,2.22489e-01
749.44,2.23905e-01
749.45,2.25329e-01
749.46,2.26760e-01
749.47,2.28198e-01
749.48,2.29642e-01
749.49,2.31092e-01
749.50,2.32547e-01
749.51,2.34006e-01
749.52,2.35469e-01
749.53,2.36934e-01
749.54,2.38401e-01
749.55,2.39869e-01
749.56,2.41338e-01
749.57,2.42807e-01
749.58,2.44274e-01
749.59,2.45740e-01
749.60,2.47203e-01
749.61,2.48663e-01
749.62,2.50119e-01
749.63,2.51569e-01
749.64,2.53013e-01
749.65,2.54451e-01
749.66,2.55881e-01
749.67,2.57303e-01
749.68,2.58715e-01
749.69,2.60117e-01
749.70,2.61508e-01
749.71,2.62887e-01
749.72,2.64254e-01
749.73,2.65606e-01
749.74,2.66945e-01
749.75,2.68268e-01
749.76,2.69574e-01
749.77,2.70864e-01
749.78,2.72135e-01
749.79,2.73388e-01
749.80,2.74621e-01
749.81,2.75834e-01
749.82,2.77025e-01
749.83,2.78194e-01
749.84,2.79340e-01
749.85,2.80462e-01
749.86,2.81560e-01
749.87,2.82632e-01
749.88,2.83678e-01
749.89,2.84696e-01
749.90,2.85688e-01
749.91,2.86650e-01
749.92,2.87583e-01
749.93,2.88486e-01
749.94,2.89359e-01
749.95,2.90200e-01
749.96,2.91009e-01
749.97,2.91785e-01
749.98,2.92528e-01
749.99,2.93237e-01
750.00,2.93911e-01
750.01,2.94550e-01
750.02,2.95153e-01
750.03,2.95719e-01
750.04,2.96249e-01
750.05,2.96741e-01
750.06,2.97195e-01
750.07,2.97611e-01
750.08,2.97988e-01
750.09,2.98326e-01
750.10,2.98624e-01
750.11,2.98882e-01
750.12,2.99099e-01
750.13,2.99276e-01
750.14,2.99411e-01
750.15,2.99506e-01
750.16,2.99558e-01
750.17,2.99569e-01
750.18,2.99538e-01
750.19,2.99464e-01
750.20,2.99348e-01
750.21,2.99189e-01
750.22,2.98987e-01
750.23,2.98743e-01
750.24,2.98456e-01
750.25,2.98126e-01
750.26,2.97753e-01
750.27,2.97338e-01
750.28,2.96879e-01
750.29,2.96378e-01
750.30,2.95834e-01
750.31,2.95247e-01
750.32,2.94618e-01
750.33,2.93947e-01
750.34,2.93234e-01
750.35,2.92479e-01
750.36,2.91682e-01
750.37,2.90844e-01
750.38,2.89965e-01
750.39,2.89045e-01
750.40,2.88085e-01
750.41,2.87085e-01
750.42,2.86045e-01
750.43,2.84966e-01
750.44,2.83848e-01
750.45,2.82692e-01
750.46,2.81497e-01
750.47,2.80266e-01
750.48,2.78997e-01
750.49,2.77692e-01
750.50,2.76352e-01
750.51,2.74976e-01
750.52,2.73565e-01
750.53,2.72121e-01
750.54,2.70642e-01
750.55,2.69132e-01
750.56,2.67588e-01
750.57,2.66014e-01
750.58,2.64408e-01
750.59,2.62773e-01
750.60,2.61108e-01
750.61,2.59414e-01
750.62,2.57693e-01
750.63,2.55944e-01
750.64,2.54168e-01
750.65,2.52367e-01
750.66,2.50541e-01
750.67,2.48691e-01
750.68,2.46818e-01
750.69,2.44922e-01
750.70,2.43004e-01
750.71,2.41066e-01
750.72,2.39107e-01
750.73,2.37129e-01
750.74,2.35133e-01
750.75,2.33119e-01
750.76,2.31088e-01
750.77,2.29041e-01
750.78,2.26980e-01
750.79,2.24904e-01
750.80,2.22814e-01
750.81,2.20712e-01
750.82,2.18599e-01
750.83,2.16474e-01
750.84,2.14339e-01
750.85,2.12195e-01
750.86,2.10043e-01
750.87,2.07883e-01
750.88,2.05717e-01
750.89,2.03545e-01
750.90,2.01367e-01
750.91,1.99185e-01
750.92,1.97000e-01
750.93,1.94812e-01
750.94,1.92623e-01
750.95,1.90432e-01
750.96,1.88241e-01
750.97,1.86050e-01
750.98,1.83860e-01
750.99,1.81673e-01
751.00,1.79488e-01
751.01,1.77306e-01
751.02,1.75129e-01
751.03,1.72956e-01
751.04,1.70789e-01
751.05,1.68628e-01
751.06,1.66474e-01
751.07,1.64328e-01
751.08,1.62190e-01
751.09,1.60060e-01
751.10,1.57940e-01
751.11,1.55830e-01
751.12,1.53730e-01
751.13,1.51642e-01
751.14,1.49566e-01
751.15,1.47501e-01
751.16,1.45450e-01
751.17,1.43412e-01
751.18,1.41388e-01
751.19,1.39378e-01
751.20,1.37383e-01
751.21,1.35403e-01
751.22,1.33439e-01
751.23,1.31492e-01
751.24,1.29560e-01
751.25,1.27646e-01
751.26,1.25749e-01
751.27,1.23870e-01
751.28,1.22009e-01
751.29,1.20167e-01
751.30,1.18343e-01
751.31,1.16538e-01
751.32,1.14753e-01
751.33,1.12987e-01
751.34,1.11242e-01
751.35,1.09516e-01
751.36,1.07811e-01
751.37,1.06127e-01
751.38,1.04464e-01
751.39,1.02821e-01
751.40,1.01200e-01
751.41,9.96003e-02
751.42,9.80222e-02
751.43,9.64658e-02
751.44,9.49313e-02
751.45,9.34187e-02
751.46,9.19283e-02
751.47,9.04600e-02
751.48,8.90140e-02
751.49,8.75904e-02
751.50,8.61891e-02
751.51,8.48103e-02
751.52,8.34540e-02
751.53,8.21202e-02
751.54,8.08089e-02
751.55,7.95202e-02
751.56,7.82539e-02
751.57,7.70102e-02
751.58,7.57890e-02
751.59,7.45902e-02
751.60,7.34138e-02
751.61,7.22598e-02
751.62,7.11281e-02
751.63,7.00187e-02
751.64,6.89314e-02
751.65,6.78661e-02
751.66,6.68229e-02
751.67,6.58015e-02
751.68,6.48020e-02
751.69,6.38241e-02
751.70,6.28677e-02
751.71,6.19328e-02
751.72,6.10192e-02
751.73,6.01268e-02
751.74,5.92554e-02
751.75,5.84049e-02
751.76,5.75752e-02
751.77,5.67660e-02
751.78,5.59773e-02
751.79,5.52088e-02
751.80,5.44605e-02
751.81,5.37321e-02
751.82,5.30235e-02
751.83,5.23345e-02
751.84,5.16649e-02
751.85,5.10145e-02
751.86,5.03832e-02
751.87,4.97708e-02
751.88,4.91771e-02
751.89,4.86019e-02
751.90,4.80451e-02
751.91,4.75064e-02
751.92,4.69856e-02
751.93,4.64826e-02
751.94,4.59971e-02
751.95,4.55290e-02
751.96,4.50781e-02
751.97,4.46442e-02
751.98,4.42271e-02
751.99,4.38266e-02
752.00,4.34425e-02
752.01,4.30746e-02
752.02,4.27227e-02
752.03,4.23867e-02
752.04,4.20663e-02
752.05,4.17613e-02
752.06,4.14717e-02
752.07,4.11971e-02
752.08,4.09374e-02
752.09,4.06924e-02
752.10,4.04619e-02
752.11,4.02458e-02
752.12,4.00438e-02
752.13,3.98557e-02
752.14,3.96815e-02
752.15,3.95209e-02
752.16,3.93737e-02
752.17,3.92398e-02
752.18,3.91190e-02
752.19,3.90110e-02
752.20,3.89159e-02
752.21,3.88333e-02
752.22,3.87631e-02
752.23,3.87051e-02
752.24,3.86593e-02
752.25,3.86253e-02
752.26,3.86031e-02
752.27,3.85925e-02
752.28,3.85933e-02
752.29,3.86054e-02
752.30,3.86286e-02
752.31,3.86628e-02
752.32,3.87078e-02
752.33,3.87635e-02
752.34,3.88297e-02
752.35,3.89062e-02
752.36,3.89930e-02
752.37,3.90898e-02
752.38,3.91966e-02
752.39,3.93131e-02
752.40,3.94393e-02
752.41,3.95750e-02
752.42,3.97200e-02
752.43,3.98742e-02
752.44,4.00376e-02
752.45,4.02098e-02
752.46,4.03909e-02
752.47,4.05806e-02
752.48,4.07788e-02
752.49,4.09854e-02
752.50,4.12003e-02
752.51,4.14232e-02
752.52,4.16541e-02
752.53,4.18929e-02
752.54,4.21394e-02
752.55,4.23934e-02
752.56,4.26549e-02
752.57,4.29236e-02
752.58,4.31995e-02
752.59,4.34824e-02
752.60,4.37722e-02
752.61,4.40687e-02
752.62,4.43719e-02
752.63,4.46814e-02
752.64,4.49974e-02
752.65,4.53194e-02
752.66,4.56476e-02
752.67,4.59816e-02
752.68,4.63214e-02
752.69,4.66667e-02
752.70,4.70176e-02
752.71,4.73737e-02
752.72,4.77350e-02
752.73,4.81014e-02
752.74,4.84726e-02
752.75,4.88485e-02
752.76,4.92291e-02
752.77,4.96140e-02
752.78,5.00031e-02
752.79,5.03964e-02
752.80,5.07936e-02
752.81,5.11947e-02
752.82,5.15993e-02
752.83,5.20074e-02
752.84,5.24188e-02
752.85,5.28333e-02
752.86,5.32509e-02
752.87,5.36712e-02
752.88,5.40941e-02
752.89,5.45195e-02
752.90,5.49472e-02
752.91,5.53770e-02
752.92,5.58088e-02
752.93,5.62423e-02
752.94,5.66775e-02
752.95,5.71140e-02
752.96,5.75518e-02
752.97,5.79906e-02
752.98,5.84303e-02
752.99,5.88707e-02
753.00,5.93115e-02
753.01,5.97527e-02
753.02,6.01940e-02
753.03,6.06353e-02
753.04,6.10763e-02
753.05,6.15169e-02
753.06,6.19568e-02
753.07,6.23959e-02
753.08,6.28340e-02
753.09,6.32709e-02
753.10,6.37064e-02
753.11,6.41404e-02
753.12,6.45725e-02
753.13,6.50026e-02
753.14,6.54306e-02
753.15,6.58563e-02
753.16,6.62793e-02
753.17,6.66997e-02
753.18,6.71170e-02
753.19,6.75313e-02
753.20,6.79422e-02
753.21,6.83496e-02
753.22,6.87533e-02
753.23,6.91531e-02
753.24,6.95488e-02
753.25,6.99402e-02
753.26,7.03271e-02
753.27,7.07094e-02
753.28,7.10869e-02
753.29,7.14593e-02
753.30,7.18266e-02
753.31,7.21884e-02
753.32,7.25447e-02
753.33,7.28953e-02
753.34,7.32399e-02
753.35,7.35785e-02
753.36,7.39108e-02
753.37,7.42367e-02
753.38,7.45561e-02
753.39,7.48686e-02
753.40,7.51743e-02
753.41,7.54729e-02
753.42,7.57644e-02
753.43,7.60484e-02
753.44,7.63249e-02
753.45,7.65938e-02
753.46,7.68549e-02
753.47,7.71081e-02
753.48,7.73532e-02
753.49,7.75901e-02
753.50,7.78187e-02
753.51,7.80388e-02
753.52,7.82504e-02
753.53,7.84534e-02
753.54,7.86475e-02
753.55,7.88328e-02
753.56,7.90091e-02
753.57,7.91763e-02
753.58,7.93343e-02
753.59,7.94831e-02
753.60,7.96225e-02
753.61,7.97526e-02
753.62,7.98731e-02
753.63,7.99841e-02
753.64,8.00854e-02
753.65,8.01771e-02
753.66,8.02591e-02
753.67,8.03313e-02
753.68,8.03936e-02
753.69,8.04461e-02
753.70,8.04887e-02
753.71,8.05214e-02
753.72,8.05442e-02
753.73,8.05570e-02
753.74,8.05599e-02
753.75,8.05527e-02
753.76,8.05356e-02
753.77,8.05085e-02
753.78,8.04715e-02
753.79,8.04245e-02
753.80,8.03676e-02
753.81,8.03009e-02
753.82,8.02242e-02
753.83,8.01377e-02
753.84,8.00414e-02
753.85,7.99354e-02
753.86,7.98197e-02
753.87,7.96943e-02
753.88,7.95594e-02
753.89,7.94149e-02
753.90,7.92611e-02
753.91,7.90978e-02
753.92,7.89253e-02
753.93,7.87436e-02
753.94,7.85527e-02
753.95,7.83529e-02
753.96,7.81441e-02
753.97,7.79266e-02
753.98,7.77003e-02
753.99,7.74654e-02
754.00,7.72221e-02
754.01,7.69704e-02
754.02,7.67105e-02
754.03,7.64424e-02
754.04,7.61664e-02
754.05,7.58825e-02
754.06,7.55910e-02
754.07,7.52919e-02
754.08,7.49853e-02
754.09,7.46716e-02
754.10,7.43506e-02
754.11,7.40228e-02
754.12,7.36881e-02
754.13,7.33468e-02
754.14,7.29989e-02
754.15,7.26448e-02
754.16,7.22845e-02
754.17,7.19182e-02
754.18,7.15462e-02
754.19,7.11684e-02
754.20,7.07852e-02
754.21,7.03967e-02
754.22,7.00031e-02
754.23,6.96046e-02
754.24,6.92013e-02
754.25,6.87934e-02
754.26,6.83812e-02
754.27,6.79647e-02
754.28,6.75442e-02
754.29,6.71199e-02
754.30,6.66919e-02
754.31,6.62604e-02
754.32,6.58257e-02
754.33,6.53878e-02
754.34,6.49470e-02
754.35,6.45035e-02
754.36,6.40575e-02
754.37,6.36090e-02
754.38,6.31584e-02
754.39,6.27058e-02
754.40,6.22514e-02
754.41,6.17954e-02
754.42,6.13379e-02
754.43,6.08791e-02
754.44,6.04192e-02
754.45,5.99584e-02
754.46,5.94968e-02
754.47,5.90347e-02
754.48,5.85722e-02
754.49,5.81094e-02
754.50,5.76466e-02
754.51,5.71838e-02
754.52,5.67214e-02
754.53,5.62593e-02
754.54,5.57978e-02
754.55,5.53371e-02
754.56,5.48773e-02
754.57,5.44185e-02
754.58,5.39609e-02
754.59,5.35047e-02
754.60,5.30500e-02
754.61,5.25969e-02
754.62,5.21455e-02
754.63,5.16961e-02
754.64,5.12487e-02
754.65,5.08035e-02
754.66,5.03606e-02
754.67,4.99201e-02
754.68,4.94822e-02
754.69,4.90470e-02
754.70,4.86145e-02
754.71,4.81849e-02
754.72,4.77583e-02
754.73,4.73348e-02
754.74,4.69146e-02
754.75,4.64977e-02
754.76,4.60841e-02
754.77,4.56741e-02
754.78,4.52677e-02
754.79,4.48650e-02
754.80,4.44660e-02
754.81,4.40709e-02
754.82,4.36797e-02
754.83,4.32925e-02
754.84,4.29094e-02
754.85,4.25304e-02
754.86,4.21557e-02
754.87,4.17852e-02
754.88,4.14190e-02
754.89,4.10572e-02
754.90,4.06998e-02
754.91,4.03470e-02
754.92,3.99986e-02
754.93,3.96548e-02
754.94,3.93157e-02
754.95,3.89812e-02
754.96,3.86514e-02
754.97,3.83263e-02
754.98,3.80059e-02
754.99,3.76903e-02
755.00,3.73796e-02
755.01,3.70736e-02
755.02,3.67725e-02
755.03,3.64762e-02
755.04,3.61848e-02
755.05,3.58983e-02
755.06,3.56166e-02
755.07,3.53399e-02
755.08,3.50680e-02
755.09,3.48010e-02
755.10,3.45390e-02
755.11,3.42818e-02
755.12,3.40295e-02
755.13,3.37821e-02
755.14,3.35395e-02
755.15,3.33018e-02
755.16,3.30690e-02
755.17,3.28410e-02
755.18,3.26178e-02
755.19,3.23994e-02
755.20,3.21857e-02
755.21,3.19769e-02
755.22,3.17727e-02
755.23,3.15733e-02
755.24,3.13785e-02
755.25,3.11884e-02
755.26,3.10029e-02
755.27,3.08220e-02
755.28,3.06457e-02
755.29,3.04739e-02
755.30,3.03066e-02
755.31,3.01437e-02
755.32,2.99853e-02
755.33,2.98313e-02
755.34,2.96816e-02
755.35,2.95362e-02
755.36,2.93951e-02
755.37,2.92582e-02
755.38,2.91256e-02
755.39,2.89970e-02
755.40,2.88726e-02
755.41,2.87523e-02
755.42,2.86360e-02
755.43,2.85236e-02
755.44,2.84153e-02
755.45,2.83108e-02
755.46,2.82101e-02
755.47,2.81133e-02
755.48,2.80202e-02
755.49,2.79309e-02
755.50,2.78452e-02
755.51,2.77632e-02
755.52,2.76848e-02
755.53,2.76099e-02
755.54,2.75385e-02
755.55,2.74705e-02
755.56,2.74060e-02
755.57,2.73448e-02
755.58,2.72870e-02
755.59,2.72324e-02
755.60,2.71811e-02
755.61,2.71329e-02
755.62,2.70879e-02
755.63,2.70460e-02
755.64,2.70072e-02
755.65,2.69714e-02
755.66,2.69386e-02
755.67,2.69088e-02
755.68,2.68818e-02
755.69,2.68578e-02
755.70,2.68365e-02
755.71,2.68181e-02
755.72,2.68024e-02
755.73,2.67894e-02
755.74,2.67791e-02
755.75,2.67714e-02
755.76,2.67664e-02
755.77,2.67640e-02
755.78,2.67641e-02
755.79,2.67667e-02
755.80,2.67719e-02
755.81,2.67794e-02
755.82,2.67895e-02
755.83,2.68019e-02
755.84,2.68167e-02
755.85,2.68339e-02
755.86,2.68534e-02
755.87,2.68753e-02
755.88,2.68994e-02
755.89,2.69258e-02
755.90,2.69545e-02
755.91,2.69854e-02
755.92,2.70185e-02
755.93,2.70538e-02
755.94,2.70914e-02
755.95,2.71311e-02
755.96,2.71730e-02
755.97,2.72171e-02
755.98,2.72633e-02
755.99,2.73117e-02
756.00,2.73622e-02
756.01,2.74149e-02
756.02,2.74697e-02
756.03,2.75267e-02
756.04,2.75858e-02
756.05,2.76471e-02
756.06,2.77106e-02
756.07,2.77762e-02
756.08,2.78441e-02
756.09,2.79141e-02
756.10,2.79864e-02
756.11,2.80608e-02
756.12,2.81376e-02
756.13,2.82166e-02
756.14,2.82979e-02
756.15,2.83815e-02
756.16,2.84675e-02
756.17,2.85558e-02
756.18,2.86466e-02
756.19,2.87398e-02
756.20,2.88355e-02
756.21,2.89338e-02
756.22,2.90345e-02
756.23,2.91380e-02
756.24,2.92440e-02
756.25,2.93528e-02
756.26,2.94643e-02
756.27,2.95787e-02
756.28,2.96959e-02
756.29,2.98161e-02
756.30,2.99393e-02
756.31,3.00656e-02
756.32,3.01950e-02
756.33,3.03276e-02
756.34,3.04635e-02
756.35,3.06028e-02
756.36,3.07455e-02
756.37,3.08918e-02
756.38,3.10417e-02
756.39,3.11953e-02
756.40,3.13527e-02
756.41,3.15141e-02
756.42,3.16794e-02
756.43,3.18489e-02
756.44,3.20227e-02
756.45,3.22007e-02
756.46,3.23833e-02
756.47,3.25704e-02
756.48,3.27622e-02
756.49,3.29589e-02
756.50,3.31605e-02
756.51,3.33673e-02
756.52,3.35792e-02
756.53,3.37966e-02
756.54,3.40195e-02
756.55,3.42480e-02
756.56,3.44824e-02
756.57,3.47228e-02
756.58,3.49693e-02
756.59,3.52222e-02
756.60,3.54815e-02
756.61,3.57475e-02
756.62,3.60203e-02
756.63,3.63001e-02
756.64,3.65871e-02
756.65,3.68815e-02
756.66,3.71835e-02
756.67,3.74933e-02
756.68,3.78110e-02
756.69,3.81369e-02
756.70,3.84712e-02
756.71,3.88141e-02
756.72,3.91658e-02
756.73,3.95265e-02
756.74,3.98965e-02
756.75,4.02759e-02
756.76,4.06651e-02
756.77,4.10642e-02
756.78,4.14734e-02
756.79,4.18931e-02
756.80,4.23234e-02
756.81,4.27646e-02
756.82,4.32170e-02
756.83,4.36808e-02
756.84,4.41562e-02
756.85,4.46435e-02
756.86,4.51430e-02
756.87,4.56550e-02
756.88,4.61796e-02
756.89,4.67172e-02
756.90,4.72681e-02
756.91,4.78325e-02
756.92,4.84106e-02
756.93,4.90029e-02
756.94,4.96095e-02
756.95,5.02307e-02
756.96,5.08669e-02
756.97,5.15182e-02
756.98,5.21850e-02
756.99,5.28676e-02
757.00,5.35663e-02
757.01,5.42813e-02
757.02,5.50130e-02
757.03,5.57616e-02
757.04,5.65274e-02
757.05,5.73107e-02
757.06,5.81119e-02
757.07,5.89311e-02
757.08,5.97687e-02
757.09,6.06250e-02
757.10,6.15003e-02
757.11,6.23949e-02
757.12,6.33090e-02
757.13,6.42429e-02
757.14,6.51969e-02
757.15,6.61714e-02
757.16,6.71665e-02
757.17,6.81827e-02
757.18,6.92200e-02
757.19,7.02789e-02
757.20,7.13595e-02
757.21,7.24623e-02
757.22,7.35873e-02
757.23,7.47349e-02
757.24,7.59054e-02
757.25,7.70990e-02
757.26,7.83159e-02
757.27,7.95564e-02
757.28,8.08208e-02
757.29,8.21092e-02
757.30,8.34220e-02
757.31,8.47593e-02
757.32,8.61213e-02
757.33,8.75083e-02
757.34,8.89204e-02
757.35,9.03580e-02
757.36,9.18211e-02
757.37,9.33099e-02
757.38,9.48248e-02
757.39,9.63657e-02
757.40,9.79329e-02
757.41,9.95266e-02
757.42,1.01147e-01
757.43,1.02794e-01
757.44,1.04468e-01
757.45,1.06169e-01
757.46,1.07897e-01
757.47,1.09652e-01
757.48,1.11434e-01
757.49,1.13244e-01
757.50,1.15082e-01
757.51,1.16947e-01
