Wavelength [A],flux (measured at 1 au) [erg/cm^2/s/A]
735.02,2.30809e-02
735.03,2.30860e-02
735.04,2.30912e-02
735.05,2.30966e-02
735.06,2.31020e-02
735.07,2.31075e-02
735.08,2.31131e-02
735.09,2.31188e-02
735.10,2.31246e-02
735.11,2.31304e-02
735.12,2.31364e-02
735.13,2.31424e-02
735.14,2.31485e-02
735.15,2.31547e-02
735.16,2.31609e-02
735.17,2.31673e-02
735.18,2.31737e-02
735.19,2.31802e-02
735.20,2.31867e-02
735.21,2.31934e-02
735.22,2.32000e-02
735.23,2.32068e-02
735.24,2.32136e-02
735.25,2.32205e-02
735.26,2.32274e-02
735.27,2.32344e-02
735.28,2.32415e-02
735.29,2.32485e-02
735.30,2.32557e-02
735.31,2.32629e-02
735.32,2.32701e-02
735.33,2.32774e-02
735.34,2.32847e-02
735.35,2.32920e-02
735.36,2.32994e-02
735.37,2.33068e-02
735.38,2.33143e-02
735.39,2.33217e-02
735.40,2.33292e-02
735.41,2.33367e-02
735.42,2.33443e-02
735.43,2.33518e-02
735.44,2.33594e-02
735.45,2.33669e-02
735.46,2.33745e-02
735.47,2.33821e-02
735.48,2.33896e-02
735.49,2.33972e-02
735.50,2.34048e-02
735.51,2.34123e-02
735.52,2.34199e-02
735.53,2.34274e-02
735.54,2.34349e-02
735.55,2.34424e-02
735.56,2.34499e-02
735.57,2.34573e-02
735.58,2.34647e-02
735.59,2.34721e-02
735.60,2.34794e-02
735.61,2.34867e-02
735.62,2.34940e-02
735.63,2.35012e-02
735.64,2.35084e-02
735.65,2.35155e-02
735.66,2.35226e-02
735.67,2.35296e-02
735.68,2.35366e-02
735.69,2.35435e-02
735.70,2.35503e-02
735.71,2.35571e-02
735.72,2.35638e-02
735.73,2.35704e-02
735.74,2.35770e-02
735.75,2.35835e-02
735.76,2.35899e-02
735.77,2.35962e-02
735.78,2.36025e-02
735.79,2.36086e-02
735.80,2.36147e-02
735.81,2.36207e-02
735.82,2.36266e-02
735.83,2.36323e-02
735.84,2.36380e-02
735.85,2.36436e-02
735.86,2.36491e-02
735.87,2.36545e-02
735.88,2.36598e-02
735.89,2.36650e-02
735.90,2.36701e-02
735.91,2.36751e-02
735.92,2.36799e-02
735.93,2.36847e-02
735.94,2.36893e-02
735.95,2.36939e-02
735.96,2.36983e-02
735.97,2.37026e-02
735.98,2.37067e-02
735.99,2.37108e-02
736.00,2.37147e-02
736.01,2.37185e-02
736.02,2.37222e-02
736.03,2.37258e-02
736.04,2.37292e-02
736.05,2.37325e-02
736.06,2.37357e-02
736.07,2.37388e-02
736.08,2.37417e-02
736.09,2.37446e-02
736.10,2.37473e-02
736.11,2.37498e-02
736.12,2.37523e-02
736.13,2.37546e-02
736.14,2.37568e-02
736.15,2.37588e-02
736.16,2.37608e-02
736.17,2.37626e-02
736.18,2.37643e-02
736.19,2.37659e-02
736.20,2.37673e-02
736.21,2.37687e-02
736.22,2.37699e-02
736.23,2.37710e-02
736.24,2.37719e-02
736.25,2.37728e-02
736.26,2.37735e-02
736.27,2.37741e-02
736.28,2.37747e-02
736.29,2.37751e-02
736.30,2.37753e-02
736.31,2.37755e-02
736.32,2.37756e-02
736.33,2.37756e-02
736.34,2.37754e-02
736.35,2.37752e-02
736.36,2.37749e-02
736.37,2.37745e-02
736.38,2.37739e-02
736.39,2.37733e-02
736.40,2.37726e-02
736.41,2.37719e-02
736.42,2.37710e-02
736.43,2.37700e-02
736.44,2.37690e-02
736.45,2.37679e-02
736.46,2.37667e-02
736.47,2.37655e-02
736.48,2.37642e-02
736.49,2.37628e-02
736.50,2.37614e-02
736.51,2.37599e-02
736.52,2.37584e-02
736.53,2.37568e-02
736.54,2.37552e-02
736.55,2.37535e-02
736.56,2.37518e-02
736.57,2.37501e-02
736.58,2.37483e-02
736.59,2.37465e-02
736.60,2.37447e-02
736.61,2.37428e-02
736.62,2.37410e-02
736.63,2.37391e-02
736.64,2.37372e-02
736.65,2.37353e-02
736.66,2.37335e-02
736.67,2.37316e-02
736.68,2.37298e-02
736.69,2.37279e-02
736.70,2.37261e-02
736.71,2.37243e-02
736.72,2.37225e-02
736.73,2.37208e-02
736.74,2.37191e-02
736.75,2.37175e-02
736.76,2.37158e-02
736.77,2.37143e-02
736.78,2.37128e-02
736.79,2.37114e-02
736.80,2.37100e-02
736.81,2.37087e-02
736.82,2.37074e-02
736.83,2.37063e-02
736.84,2.37052e-02
736.85,2.37043e-02
736.86,2.37034e-02
736.87,2.37026e-02
736.88,2.37019e-02
736.89,2.37014e-02
736.90,2.37009e-02
736.91,2.37006e-02
736.92,2.37003e-02
736.93,2.37002e-02
736.94,2.37003e-02
736.95,2.37005e-02
736.96,2.37008e-02
736.97,2.37013e-02
736.98,2.37019e-02
736.99,2.37026e-02
737.00,2.37036e-02
737.01,2.37047e-02
737.02,2.37059e-02
737.03,2.37073e-02
737.04,2.37089e-02
737.05,2.37107e-02
737.06,2.37127e-02
737.07,2.37149e-02
737.08,2.37172e-02
737.09,2.37198e-02
737.10,2.37225e-02
737.11,2.37255e-02
737.12,2.37286e-02
737.13,2.37320e-02
737.14,2.37356e-02
737.15,2.37394e-02
737.16,2.37434e-02
737.17,2.37477e-02
737.18,2.37522e-02
737.19,2.37569e-02
737.20,2.37619e-02
737.21,2.37671e-02
737.22,2.37725e-02
737.23,2.37782e-02
737.24,2.37841e-02
737.25,2.37903e-02
737.26,2.37967e-02
737.27,2.38034e-02
737.28,2.38103e-02
737.29,2.38175e-02
737.30,2.38250e-02
737.31,2.38327e-02
737.32,2.38407e-02
737.33,2.38489e-02
737.34,2.38575e-02
737.35,2.38662e-02
737.36,2.38753e-02
737.37,2.38846e-02
737.38,2.38942e-02
737.39,2.39041e-02
737.40,2.39142e-02
737.41,2.39246e-02
737.42,2.39353e-02
737.43,2.39463e-02
737.44,2.39575e-02
737.45,2.39690e-02
737.46,2.39808e-02
737.47,2.39929e-02
737.48,2.40052e-02
737.49,2.40178e-02
737.50,2.40307e-02
737.51,2.40439e-02
737.52,2.40573e-02
737.53,2.40710e-02
737.54,2.40849e-02
737.55,2.40992e-02
737.56,2.41136e-02
737.57,2.41284e-02
737.58,2.41434e-02
737.59,2.41587e-02
737.60,2.41742e-02
737.61,2.41900e-02
737.62,2.42060e-02
737.63,2.42223e-02
737.64,2.42388e-02
737.65,2.42556e-02
737.66,2.42726e-02
737.67,2.42899e-02
737.68,2.43074e-02
737.69,2.43251e-02
737.70,2.43431e-02
737.71,2.43612e-02
737.72,2.43796e-02
737.73,2.43983e-02
737.74,2.44171e-02
737.75,2.44361e-02
737.76,2.44554e-02
737.77,2.44748e-02
737.78,2.44945e-02
737.79,2.45143e-02
737.80,2.45343e-02
737.81,2.45545e-02
737.82,2.45749e-02
737.83,2.45955e-02
737.84,2.46162e-02
737.85,2.46371e-02
737.86,2.46582e-02
737.87,2.46794e-02
737.88,2.47008e-02
737.89,2.47223e-02
737.90,2.47439e-02
737.91,2.47657e-02
737.92,2.47876e-02
737.93,2.48097e-02
737.94,2.48318e-02
737.95,2.48541e-02
737.96,2.48765e-02
737.97,2.48990e-02
737.98,2.49216e-02
737.99,2.49443e-02
738.00,2.49670e-02
738.01,2.49899e-02
738.02,2.50129e-02
738.03,2.50359e-02
738.04,2.50590e-02
738.05,2.50821e-02
738.06,2.51053e-02
738.07,2.51286e-02
738.08,2.51519e-02
738.09,2.51752e-02
738.10,2.51986e-02
738.11,2.52221e-02
738.12,2.52456e-02
738.13,2.52690e-02
738.14,2.52926e-02
738.15,2.53161e-02
738.16,2.53396e-02
738.17,2.53632e-02
738.18,2.53868e-02
738.19,2.54103e-02
738.20,2.54339e-02
738.21,2.54575e-02
738.22,2.54810e-02
738.23,2.55046e-02
738.24,2.55281e-02
738.25,2.55516e-02
738.26,2.55751e-02
738.27,2.55985e-02
738.28,2.56220e-02
738.29,2.56454e-02
738.30,2.56688e-02
738.31,2.56921e-02
738.32,2.57154e-02
738.33,2.57387e-02
738.34,2.57619e-02
738.35,2.57851e-02
738.36,2.58082e-02
738.37,2.58313e-02
738.38,2.58544e-02
738.39,2.58774e-02
738.40,2.59003e-02
738.41,2.59232e-02
738.42,2.59461e-02
738.43,2.59689e-02
738.44,2.59917e-02
738.45,2.60144e-02
738.46,2.60371e-02
738.47,2.60597e-02
738.48,2.60823e-02
738.49,2.61048e-02
738.50,2.61273e-02
738.51,2.61497e-02
738.52,2.61721e-02
738.53,2.61945e-02
738.54,2.62168e-02
738.55,2.62390e-02
738.56,2.62613e-02
738.57,2.62835e-02
738.58,2.63056e-02
738.59,2.63277e-02
738.60,2.63498e-02
738.61,2.63719e-02
738.62,2.63939e-02
738.63,2.64159e-02
738.64,2.64379e-02
738.65,2.64599e-02
738.66,2.64818e-02
738.67,2.65038e-02
738.68,2.65257e-02
738.69,2.65476e-02
738.70,2.65696e-02
738.71,2.65915e-02
738.72,2.66134e-02
738.73,2.66353e-02
738.74,2.66573e-02
738.75,2.66792e-02
738.76,2.67012e-02
738.77,2.67231e-02
738.78,2.67451e-02
738.79,2.67672e-02
738.80,2.67892e-02
738.81,2.68113e-02
738.82,2.68334e-02
738.83,2.68556e-02
738.84,2.68778e-02
738.85,2.69000e-02
738.86,2.69223e-02
738.87,2.69446e-02
738.88,2.69670e-02
738.89,2.69895e-02
738.90,2.70120e-02
738.91,2.70345e-02
738.92,2.70572e-02
738.93,2.70798e-02
738.94,2.71026e-02
738.95,2.71254e-02
738.96,2.71483e-02
738.97,2.71713e-02
738.98,2.71944e-02
738.99,2.72175e-02
739.00,2.72407e-02
739.01,2.72640e-02
739.02,2.72874e-02
739.03,2.73109e-02
739.04,2.73344e-02
739.05,2.73581e-02
739.06,2.73818e-02
739.07,2.74056e-02
739.08,2.74295e-02
739.09,2.74534e-02
739.10,2.74775e-02
739.11,2.75017e-02
739.12,2.75259e-02
739.13,2.75502e-02
739.14,2.75746e-02
739.15,2.75991e-02
739.16,2.76237e-02
739.17,2.76483e-02
739.18,2.76730e-02
739.19,2.76978e-02
739.20,2.77226e-02
739.21,2.77476e-02
739.22,2.77726e-02
739.23,2.77976e-02
739.24,2.78227e-02
739.25,2.78479e-02
739.26,2.78731e-02
739.27,2.78984e-02
739.28,2.79237e-02
739.29,2.79490e-02
739.30,2.79744e-02
739.31,2.79998e-02
739.32,2.80252e-02
739.33,2.80506e-02
739.34,2.80760e-02
739.35,2.81015e-02
739.36,2.81269e-02
739.37,2.81524e-02
739.38,2.81778e-02
739.39,2.82032e-02
739.40,2.82285e-02
739.41,2.82538e-02
739.42,2.82791e-02
739.43,2.83043e-02
739.44,2.83295e-02
739.45,2.83546e-02
739.46,2.83796e-02
739.47,2.84045e-02
739.48,2.84293e-02
739.49,2.84541e-02
739.50,2.84787e-02
739.51,2.85032e-02
739.52,2.85275e-02
739.53,2.85517e-02
739.54,2.85758e-02
739.55,2.85997e-02
739.56,2.86234e-02
739.57,2.86470e-02
739.58,2.86703e-02
739.59,2.86935e-02
739.60,2.87164e-02
739.61,2.87392e-02
739.62,2.87617e-02
739.63,2.87839e-02
739.64,2.88059e-02
739.65,2.88277e-02
739.66,2.88492e-02
739.67,2.88703e-02
739.68,2.88912e-02
739.69,2.89118e-02
739.70,2.89321e-02
739.71,2.89521e-02
739.72,2.89717e-02
739.73,2.89910e-02
739.74,2.90099e-02
739.75,2.90285e-02
739.76,2.90467e-02
739.77,2.90645e-02
739.78,2.90819e-02
739.79,2.90989e-02
739.80,2.91155e-02
739.81,2.91317e-02
739.82,2.91475e-02
739.83,2.91628e-02
739.84,2.91776e-02
739.85,2.91920e-02
739.86,2.92060e-02
739.87,2.92194e-02
739.88,2.92324e-02
739.89,2.92449e-02
739.90,2.92569e-02
739.91,2.92684e-02
739.92,2.92794e-02
739.93,2.92898e-02
739.94,2.92997e-02
739.95,2.93091e-02
739.96,2.93180e-02
739.97,2.93263e-02
739.98,2.93340e-02
739.99,2.93412e-02
740.00,2.93479e-02
740.01,2.93539e-02
740.02,2.93594e-02
740.03,2.93643e-02
740.04,2.93687e-02
740.05,2.93724e-02
740.06,2.93755e-02
740.07,2.93781e-02
740.08,2.93801e-02
740.09,2.93814e-02
740.10,2.93822e-02
740.11,2.93824e-02
740.12,2.93819e-02
740.13,2.93809e-02
740.14,2.93792e-02
740.15,2.93769e-02
740.16,2.93740e-02
740.17,2.93706e-02
740.18,2.93665e-02
740.19,2.93618e-02
740.20,2.93564e-02
740.21,2.93505e-02
740.22,2.93440e-02
740.23,2.93369e-02
740.24,2.93291e-02
740.25,2.93208e-02
740.26,2.93119e-02
740.27,2.93023e-02
740.28,2.92922e-02
740.29,2.92815e-02
740.30,2.92703e-02
740.31,2.92584e-02
740.32,2.92460e-02
740.33,2.92330e-02
740.34,2.92194e-02
740.35,2.92053e-02
740.36,2.91906e-02
740.37,2.91754e-02
740.38,2.91596e-02
740.39,2.91433e-02
740.40,2.91265e-02
740.41,2.91092e-02
740.42,2.90913e-02
740.43,2.90730e-02
740.44,2.90541e-02
740.45,2.90348e-02
740.46,2.90150e-02
740.47,2.89947e-02
740.48,2.89739e-02
740.49,2.89527e-02
740.50,2.89311e-02
740.51,2.89090e-02
740.52,2.88865e-02
740.53,2.88635e-02
740.54,2.88402e-02
740.55,2.88165e-02
740.56,2.87924e-02
740.57,2.87679e-02
740.58,2.87430e-02
740.59,2.87178e-02
740.60,2.86923e-02
740.61,2.86664e-02
740.62,2.86402e-02
740.63,2.86137e-02
740.64,2.85869e-02
740.65,2.85598e-02
740.66,2.85325e-02
740.67,2.85049e-02
740.68,2.84770e-02
740.69,2.84489e-02
740.70,2.84205e-02
740.71,2.83920e-02
740.72,2.83632e-02
740.73,2.83343e-02
740.74,2.83051e-02
740.75,2.82758e-02
740.76,2.82464e-02
740.77,2.82168e-02
740.78,2.81870e-02
740.79,2.81572e-02
740.80,2.81272e-02
740.81,2.80972e-02
740.82,2.80670e-02
740.83,2.80368e-02
740.84,2.80065e-02
740.85,2.79762e-02
740.86,2.79458e-02
740.87,2.79154e-02
740.88,2.78850e-02
740.89,2.78546e-02
740.90,2.78242e-02
740.91,2.77938e-02
740.92,2.77634e-02
740.93,2.77331e-02
740.94,2.77028e-02
740.95,2.76726e-02
740.96,2.76424e-02
740.97,2.76123e-02
740.98,2.75824e-02
740.99,2.75525e-02
741.00,2.75227e-02
741.01,2.74930e-02
741.02,2.74635e-02
741.03,2.74341e-02
741.04,2.74049e-02
741.05,2.73758e-02
741.06,2.73468e-02
741.07,2.73181e-02
741.08,2.72895e-02
741.09,2.72611e-02
741.10,2.72329e-02
741.11,2.72049e-02
741.12,2.71771e-02
741.13,2.71495e-02
741.14,2.71221e-02
741.15,2.70950e-02
741.16,2.70681e-02
741.17,2.70414e-02
741.18,2.70150e-02
741.19,2.69888e-02
741.20,2.69629e-02
741.21,2.69373e-02
741.22,2.69119e-02
741.23,2.68868e-02
741.24,2.68619e-02
741.25,2.68374e-02
741.26,2.68131e-02
741.27,2.67891e-02
741.28,2.67654e-02
741.29,2.67419e-02
741.30,2.67188e-02
741.31,2.66960e-02
741.32,2.66734e-02
741.33,2.66512e-02
741.34,2.66293e-02
741.35,2.66076e-02
741.36,2.65863e-02
741.37,2.65653e-02
741.38,2.65445e-02
741.39,2.65241e-02
741.40,2.65040e-02
741.41,2.64841e-02
741.42,2.64646e-02
741.43,2.64454e-02
741.44,2.64265e-02
741.45,2.64079e-02
741.46,2.63896e-02
741.47,2.63715e-02
741.48,2.63538e-02
741.49,2.63364e-02
741.50,2.63192e-02
741.51,2.63024e-02
741.52,2.62858e-02
741.53,2.62695e-02
741.54,2.62535e-02
741.55,2.62378e-02
741.56,2.62223e-02
741.57,2.62071e-02
741.58,2.61922e-02
741.59,2.61776e-02
741.60,2.61632e-02
741.61,2.61490e-02
741.62,2.61351e-02
741.63,2.61215e-02
741.64,2.61080e-02
741.65,2.60949e-02
741.66,2.60819e-02
741.67,2.60692e-02
741.68,2.60567e-02
741.69,2.60444e-02
741.70,2.60324e-02
741.71,2.60205e-02
741.72,2.60089e-02
741.73,2.59974e-02
741.74,2.59861e-02
741.75,2.59751e-02
741.76,2.59642e-02
741.77,2.59534e-02
741.78,2.59429e-02
741.79,2.59325e-02
741.80,2.59223e-02
741.81,2.59122e-02
741.82,2.59023e-02
741.83,2.58925e-02
741.84,2.58829e-02
741.85,2.58734e-02
741.86,2.58640e-02
741.87,2.58548e-02
741.88,2.58457e-02
741.89,2.58367e-02
741.90,2.58278e-02
741.91,2.58190e-02
741.92,2.58104e-02
741.93,2.58018e-02
741.94,2.57933e-02
741.95,2.57850e-02
741.96,2.57767e-02
741.97,2.57685e-02
741.98,2.57604e-02
741.99,2.57523e-02
742.00,2.57444e-02
742.01,2.57365e-02
742.02,2.57287e-02
742.03,2.57210e-02
742.04,2.57133e-02
742.05,2.57057e-02
742.06,2.56982e-02
742.07,2.56908e-02
742.08,2.56834e-02
742.09,2.56761e-02
742.10,2.56688e-02
742.11,2.56616e-02
742.12,2.56545e-02
742.13,2.56475e-02
742.14,2.56405e-02
742.15,2.56336e-02
742.16,2.56268e-02
742.17,2.56200e-02
742.18,2.56134e-02
742.19,2.56068e-02
742.20,2.56003e-02
742.21,2.55939e-02
742.22,2.55876e-02
742.23,2.55814e-02
742.24,2.55753e-02
742.25,2.55693e-02
742.26,2.55635e-02
742.27,2.55577e-02
742.28,2.55521e-02
742.29,2.55467e-02
742.30,2.55413e-02
742.31,2.55362e-02
742.32,2.55312e-02
742.33,2.55264e-02
742.34,2.55218e-02
742.35,2.55173e-02
742.36,2.55131e-02
742.37,2.55091e-02
742.38,2.55053e-02
742.39,2.55018e-02
742.40,2.54986e-02
742.41,2.54956e-02
742.42,2.54929e-02
742.43,2.54905e-02
742.44,2.54884e-02
742.45,2.54867e-02
742.46,2.54853e-02
742.47,2.54842e-02
742.48,2.54836e-02
742.49,2.54834e-02
742.50,2.54835e-02
742.51,2.54842e-02
742.52,2.54853e-02
742.53,2.54868e-02
742.54,2.54889e-02
742.55,2.54915e-02
742.56,2.54947e-02
742.57,2.54984e-02
742.58,2.55028e-02
742.59,2.55077e-02
742.60,2.55134e-02
742.61,2.55196e-02
742.62,2.55266e-02
742.63,2.55344e-02
742.64,2.55428e-02
742.65,2.55521e-02
742.66,2.55622e-02
742.67,2.55731e-02
742.68,2.55849e-02
742.69,2.55976e-02
742.70,2.56112e-02
742.71,2.56258e-02
742.72,2.56414e-02
742.73,2.56581e-02
742.74,2.56758e-02
742.75,2.56946e-02
742.76,2.57146e-02
742.77,2.57357e-02
742.78,2.57581e-02
742.79,2.57817e-02
742.80,2.58066e-02
742.81,2.58329e-02
742.82,2.58605e-02
742.83,2.58895e-02
742.84,2.59200e-02
742.85,2.59519e-02
742.86,2.59854e-02
742.87,2.60205e-02
742.88,2.60572e-02
742.89,2.60956e-02
742.90,2.61356e-02
742.91,2.61775e-02
742.92,2.62211e-02
742.93,2.62665e-02
742.94,2.63139e-02
742.95,2.63632e-02
742.96,2.64145e-02
742.97,2.64678e-02
742.98,2.65232e-02
742.99,2.65807e-02
743.00,2.66404e-02
743.01,2.67023e-02
743.02,2.67665e-02
743.03,2.68331e-02
743.04,2.69020e-02
743.05,2.69733e-02
743.06,2.70472e-02
743.07,2.71235e-02
743.08,2.72025e-02
743.09,2.72841e-02
743.10,2.73684e-02
743.11,2.74554e-02
743.12,2.75452e-02
743.13,2.76378e-02
743.14,2.77334e-02
743.15,2.78319e-02
743.16,2.79334e-02
743.17,2.80380e-02
743.18,2.81457e-02
743.19,2.82566e-02
743.20,2.83706e-02
743.21,2.84880e-02
743.22,2.86086e-02
743.23,2.87327e-02
743.24,2.88601e-02
743.25,2.89911e-02
743.26,2.91256e-02
743.27,2.92636e-02
743.28,2.94053e-02
743.29,2.95506e-02
743.30,2.96997e-02
743.31,2.98526e-02
743.32,3.00092e-02
743.33,3.01698e-02
743.34,3.03343e-02
743.35,3.05027e-02
743.36,3.06751e-02
743.37,3.08516e-02
743.38,3.10322e-02
743.39,3.12170e-02
743.40,3.14059e-02
743.41,3.15990e-02
743.42,3.17964e-02
743.43,3.19980e-02
743.44,3.22040e-02
743.45,3.24144e-02
743.46,3.26292e-02
743.47,3.28484e-02
743.48,3.30721e-02
743.49,3.33002e-02
743.50,3.35329e-02
743.51,3.37701e-02
743.52,3.40119e-02
743.53,3.42583e-02
743.54,3.45092e-02
743.55,3.47648e-02
743.56,3.50251e-02
743.57,3.52900e-02
743.58,3.55596e-02
743.59,3.58339e-02
743.60,3.61128e-02
743.61,3.63965e-02
743.62,3.66848e-02
743.63,3.69778e-02
743.64,3.72756e-02
743.65,3.75780e-02
743.66,3.78851e-02
743.67,3.81969e-02
743.68,3.85134e-02
743.69,3.88345e-02
743.70,3.91602e-02
743.71,3.94906e-02
743.72,3.98255e-02
743.73,4.01650e-02
743.74,4.05091e-02
743.75,4.08576e-02
743.76,4.12107e-02
743.77,4.15681e-02
743.78,4.19299e-02
743.79,4.22961e-02
743.80,4.26666e-02
743.81,4.30413e-02
743.82,4.34203e-02
743.83,4.38033e-02
743.84,4.41905e-02
743.85,4.45817e-02
743.86,4.49768e-02
743.87,4.53758e-02
743.88,4.57786e-02
743.89,4.61851e-02
743.90,4.65953e-02
743.91,4.70090e-02
743.92,4.74263e-02
743.93,4.78469e-02
743.94,4.82708e-02
743.95,4.86979e-02
743.96,4.91282e-02
743.97,4.95614e-02
743.98,4.99975e-02
743.99,5.04365e-02
744.00,5.08780e-02
744.01,5.13222e-02
744.02,5.17688e-02
744.03,5.22177e-02
744.04,5.26688e-02
744.05,5.31219e-02
744.06,5.35770e-02
744.07,5.40339e-02
744.08,5.44924e-02
744.09,5.49525e-02
744.10,5.54140e-02
744.11,5.58766e-02
744.12,5.63404e-02
744.13,5.68051e-02
744.14,5.72706e-02
744.15,5.77367e-02
744.16,5.82033e-02
744.17,5.86702e-02
744.18,5.91372e-02
744.19,5.96042e-02
744.20,6.00711e-02
744.21,6.05375e-02
744.22,6.10035e-02
744.23,6.14688e-02
744.24,6.19331e-02
744.25,6.23965e-02
744.26,6.28586e-02
744.27,6.33193e-02
744.28,6.37785e-02
744.29,6.42359e-02
744.30,6.46913e-02
744.31,6.51447e-02
744.32,6.55957e-02
744.33,6.60442e-02
744.34,6.64901e-02
744.35,6.69331e-02
744.36,6.73731e-02
744.37,6.78098e-02
744.38,6.82432e-02
744.39,6.86729e-02
744.40,6.90989e-02
744.41,6.95209e-02
744.42,6.99388e-02
744.43,7.03523e-02
744.44,7.07614e-02
744.45,7.11658e-02
744.46,7.15653e-02
744.47,7.19597e-02
744.48,7.23489e-02
744.49,7.27328e-02
744.50,7.31111e-02
744.51,7.34836e-02
744.52,7.38503e-02
744.53,7.42108e-02
744.54,7.45652e-02
744.55,7.49131e-02
744.56,7.52545e-02
744.57,7.55891e-02
744.58,7.59169e-02
744.59,7.62377e-02
744.60,7.65513e-02
744.61,7.68575e-02
744.62,7.71564e-02
744.63,7.74476e-02
744.64,7.77311e-02
744.65,7.80067e-02
744.66,7.82743e-02
744.67,7.85338e-02
744.68,7.87851e-02
744.69,7.90281e-02
744.70,7.92625e-02
744.71,7.94884e-02
744.72,7.97056e-02
744.73,7.99141e-02
744.74,8.01137e-02
744.75,8.03043e-02
744.76,8.04859e-02
744.77,8.06584e-02
744.78,8.08217e-02
744.79,8.09757e-02
744.80,8.11204e-02
744.81,8.12557e-02
744.82,8.13815e-02
744.83,8.14979e-02
744.84,8.16047e-02
744.85,8.17019e-02
744.86,8.17896e-02
744.87,8.18676e-02
744.88,8.19359e-02
744.89,8.19945e-02
744.90,8.20435e-02
744.91,8.20827e-02
744.92,8.21122e-02
744.93,8.21320e-02
744.94,8.21422e-02
744.95,8.21426e-02
744.96,8.21334e-02
744.97,8.21146e-02
744.98,8.20861e-02
744.99,8.20481e-02
745.00,8.20006e-02
745.01,8.19435e-02
745.02,8.18771e-02
745.03,8.18012e-02
745.04,8.17161e-02
745.05,8.16217e-02
745.06,8.15181e-02
745.07,8.14054e-02
745.08,8.12837e-02
745.09,8.11531e-02
745.10,8.10136e-02
745.11,8.08654e-02
745.12,8.07085e-02
745.13,8.05431e-02
745.14,8.03693e-02
745.15,8.01871e-02
745.16,7.99967e-02
745.17,7.97983e-02
745.18,7.95918e-02
745.19,7.93776e-02
745.20,7.91557e-02
745.21,7.89262e-02
745.22,7.86893e-02
745.23,7.84451e-02
745.24,7.81938e-02
745.25,7.79355e-02
745.26,7.76704e-02
745.27,7.73986e-02
745.28,7.71203e-02
745.29,7.68357e-02
745.30,7.65449e-02
745.31,7.62481e-02
745.32,7.59454e-02
745.33,7.56371e-02
745.34,7.53232e-02
745.35,7.50041e-02
745.36,7.46798e-02
745.37,7.43505e-02
745.38,7.40164e-02
745.39,7.36778e-02
745.40,7.33347e-02
745.41,7.29873e-02
745.42,7.26360e-02
745.43,7.22807e-02
745.44,7.19218e-02
745.45,7.15594e-02
745.46,7.11936e-02
745.47,7.08248e-02
745.48,7.04530e-02
745.49,7.00785e-02
745.50,6.97015e-02
745.51,6.93220e-02
745.52,6.89404e-02
745.53,6.85568e-02
745.54,6.81714e-02
745.55,6.77844e-02
745.56,6.73960e-02
745.57,6.70063e-02
745.58,6.66156e-02
745.59,6.62239e-02
745.60,6.58316e-02
745.61,6.54388e-02
745.62,6.50456e-02
745.63,6.46522e-02
745.64,6.42589e-02
745.65,6.38657e-02
745.66,6.34729e-02
745.67,6.30807e-02
745.68,6.26891e-02
745.69,6.22984e-02
745.70,6.19087e-02
745.71,6.15202e-02
745.72,6.11331e-02
745.73,6.07474e-02
745.74,6.03635e-02
745.75,5.99813e-02
745.76,5.96011e-02
745.77,5.92230e-02
745.78,5.88472e-02
745.79,5.84738e-02
745.80,5.81029e-02
745.81,5.77347e-02
745.82,5.73693e-02
745.83,5.70068e-02
745.84,5.66474e-02
745.85,5.62913e-02
745.86,5.59384e-02
745.87,5.55890e-02
745.88,5.52432e-02
745.89,5.49010e-02
745.90,5.45626e-02
745.91,5.42281e-02
745.92,5.38977e-02
745.93,5.35713e-02
745.94,5.32492e-02
745.95,5.29314e-02
745.96,5.26180e-02
745.97,5.23091e-02
745.98,5.20048e-02
745.99,5.17051e-02
746.00,5.14103e-02
746.01,5.11203e-02
746.02,5.08352e-02
746.03,5.05551e-02
746.04,5.02801e-02
746.05,5.00103e-02
746.06,4.97457e-02
746.07,4.94864e-02
746.08,4.92325e-02
746.09,4.89839e-02
746.10,4.87409e-02
746.11,4.85034e-02
746.12,4.82715e-02
746.13,4.80453e-02
746.14,4.78248e-02
746.15,4.76100e-02
746.16,4.74011e-02
746.17,4.71980e-02
746.18,4.70008e-02
746.19,4.68095e-02
746.20,4.66243e-02
746.21,4.64450e-02
746.22,4.62719e-02
746.23,4.61048e-02
746.24,4.59439e-02
746.25,4.57892e-02
746.26,4.56407e-02
746.27,4.54985e-02
746.28,4.53625e-02
746.29,4.52328e-02
746.30,4.51095e-02
746.31,4.49925e-02
746.32,4.48819e-02
746.33,4.47778e-02
746.34,4.46801e-02
746.35,4.45889e-02
746.36,4.45042e-02
746.37,4.44260e-02
746.38,4.43544e-02
746.39,4.42894e-02
746.40,4.42310e-02
746.41,4.41792e-02
746.42,4.41340e-02
746.43,4.40955e-02
746.44,4.40638e-02
746.45,4.40387e-02
746.46,4.40204e-02
746.47,4.40089e-02
746.48,4.40041e-02
746.49,4.40062e-02
746.50,4.40152e-02
746.51,4.40310e-02
746.52,4.40536e-02
746.53,4.40832e-02
746.54,4.41198e-02
746.55,4.41633e-02
746.56,4.42138e-02
746.57,4.42714e-02
746.58,4.43359e-02
746.59,4.44076e-02
746.60,4.44863e-02
746.61,4.45722e-02
746.62,4.46653e-02
746.63,4.47655e-02
746.64,4.48729e-02
